[ 2017-02-20T23:11:18+08:00 ] /js/Style/52.gif | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_order` WHERE (typepay = 0 or typepay = 1 or typepay = 3) and Zt = 1 and DATEDIFF('2017-02-20',TradeDate) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | SQL: SELECT SUM(sxfmoney) AS tp_sum FROM `pay_order` WHERE (typepay = 0 or typepay = 1 or typepay = 3) and Zt = 1 and DATEDIFF('2017-02-20',TradeDate) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | SQL: SELECT SUM(trademoney) AS tp_sum FROM `pay_order` WHERE (typepay = 0 or typepay = 1 or typepay = 3) and Zt = 1 and DATEDIFF('2017-02-19',TradeDate) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | SQL: SELECT SUM(OrderMoney) AS tp_sum FROM `pay_order` WHERE (typepay = 0 or typepay = 1 or typepay = 3) and Zt = 1 and DATEDIFF('2017-02-19',TradeDate) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_order` WHERE (typepay = 0 or typepay = 1 or typepay = 3) and Zt = 1 and DATEDIFF('2017-02-19',TradeDate) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | SQL: SELECT SUM(sxfmoney) AS tp_sum FROM `pay_order` WHERE (typepay = 0 or typepay = 1 or typepay = 3) and Zt = 1 and DATEDIFF('2017-02-19',TradeDate) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined variable: TransID d4e0ffa157325b06202fcfbbaf887d8e.php 第 93 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: sq_date d4e0ffa157325b06202fcfbbaf887d8e.php 第 95 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: sq_date_js d4e0ffa157325b06202fcfbbaf887d8e.php 第 96 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: zt d4e0ffa157325b06202fcfbbaf887d8e.php 第 124 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: typepay d4e0ffa157325b06202fcfbbaf887d8e.php 第 125 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: pagepage d4e0ffa157325b06202fcfbbaf887d8e.php 第 126 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | NOTIC: [8] Undefined index: budan d4e0ffa157325b06202fcfbbaf887d8e.php 第 175 行.
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:32+08:00 ] /SjtAdminSjt_Jilu_wyjl.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SHOW COLUMNS FROM `pay_order` [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SELECT SUM(trademoney) AS tp_sum FROM `pay_order` WHERE Zt = 1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SELECT SUM(OrderMoney) AS tp_sum FROM `pay_order` WHERE Zt = 1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_order` WHERE Zt = 1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SELECT SUM(sxfmoney) AS tp_sum FROM `pay_order` WHERE Zt = 1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SHOW COLUMNS FROM `pay_bankpay` [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SELECT * FROM `pay_bankpay`  [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SHOW COLUMNS FROM `pay_gamepay` [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | SQL: SELECT * FROM `pay_gamepay`  [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: ksjy_date 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 27 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: jsjy_date 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 27 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: jylx 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 42 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: shbh 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 48 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: ddh 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 49 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: zfyh 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 57 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: zfdk 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 66 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: ksjy_date 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 79 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | NOTIC: [8] Undefined index: jsjy_date 2e5b757ba0df9fe9f6a8fbb423a62ddd.php 第 79 行.
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:39+08:00 ] /SjtAdminSjt_Jilu_Tongji.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SHOW COLUMNS FROM `pay_adminmoney` [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE zt=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT * FROM `pay_adminmoney` WHERE zt=1 ORDER BY datetime desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-19',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-19',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-19',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-19',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | NOTIC: [8] Undefined index: sq_date 33928d13cb721d9361a243669aee9720.php 第 74 行.
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | NOTIC: [8] Undefined index: sq_date_js 33928d13cb721d9361a243669aee9720.php 第 75 行.
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | NOTIC: [8] Undefined index: pagepage 33928d13cb721d9361a243669aee9720.php 第 98 行.
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | NOTIC: [8] Undefined index: lx 33928d13cb721d9361a243669aee9720.php 第 99 行.
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:45+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | SQL: SHOW COLUMNS FROM `pay_ordertz` [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_ordertz` WHERE Diaodang=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | SQL: SELECT * FROM `pay_ordertz` WHERE Diaodang=1 ORDER BY datetime desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | NOTIC: [8] Use of undefined constant Sjt_factMoney - assumed 'Sjt_factMoney' JiluAction.class.php 第 561 行.
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | SQL: SELECT SUM(Sjt_factMoney) AS tp_sum FROM `pay_ordertz` WHERE Diaodang=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | NOTIC: [8] Undefined index: sq_date f7cdd6a3364da0567602ee8d7076d1b1.php 第 66 行.
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | NOTIC: [8] Undefined index: sq_date_js f7cdd6a3364da0567602ee8d7076d1b1.php 第 67 行.
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | NOTIC: [8] Undefined index: pagepage f7cdd6a3364da0567602ee8d7076d1b1.php 第 83 行.
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:49+08:00 ] /SjtAdminSjt_Jilu_ddjl.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SHOW COLUMNS FROM `pay_adminmoney` [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE zt=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT * FROM `pay_adminmoney` WHERE zt=1 ORDER BY datetime desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT SUM(money) AS tp_sum FROM `pay_adminmoney` WHERE (jj = -1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:26:53+08:00 ] /SjtAdminSjt_Jilu_zjjejl.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_adminmoney` WHERE (jj = 1) and Zt = 1 and DATEDIFF('2017-02-20',datetime) = 0 LIMIT 1   [ RunTime:0.000000s ]
