[ 2017-02-21T00:02:59+08:00 ] /js/Style/arrow.gif | INFO: Tag[ route_check ] --START--
[ 2017-02-21T18:22:57+08:00 ] /index_developer.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:22:57+08:00 ] /index_developer.html | INFO: Tag[ view_end ] --START--
[ 2017-02-21T18:22:57+08:00 ] /index_developer.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:22:57+08:00 ] /index_developer.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ route_check ] --START--
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ view_template ] --START--
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ view_end ] --START--
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:08+08:00 ] /index_developer2.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ route_check ] --START--
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.015625s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.015625s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ view_template ] --START--
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ view_end ] --START--
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T18:28:59+08:00 ] /index_developer6.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='Public/static/ueditor/php/imageUp.php' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='Public/static/ueditor/php/imageUp.php' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --START--
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:18+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='Public/static/ueditor/php/imageUp.php' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='Public/static/ueditor/php/imageUp.php' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='Public/static/ueditor/php/imageUp.php' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --START--
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:18:19+08:00 ] /Public/static/ueditor/php/imageUp.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | NOTIC: [2048] Declaration of IndexAction::ajaxreturn() should be compatible with that of Action::ajaxReturn() IndexAction.class.php 第 1060 行.
[ 2017-02-21T19:58:50+08:00 ] / | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 0 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 1 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 2 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 3 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.015625s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:58:50+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ route_check ] --START--
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ view_template ] --START--
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ view_end ] --START--
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-21T19:59:37+08:00 ] /index_login.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-21T19:59:40+08:00 ] /static/images/input_icon1.png | ERR: (ThinkException) 非法操作icon1.png
